125	10112.1	10952
126	10123.4	10880
127	10135.1	11257
128	10146.7	12293
129	10158	12822
130	10169.2	12935
131	10180.7	13062
132	10192	12884
133	10203.3	14103
134	10214.5	14633
135	10225.7	15196
136	10237.3	15517
137	10248.6	16776
138	10259.9	17767
139	10270.9	15902
140	10281.9	15213
141	10293	17352
142	10304.5	16996
143	10315.4	16980
144	10326.3	16376
145	10337.5	15186
146	10348.4	15230
147	10359.2	14364
148	10369.3	12836
149	10379.8	12226
150	10391.2	13612
151	10403.1	15750
152	10414.2	15853
153	10425.2	16997
154	10436.3	15651
155	10446.9	15069
