1.250000000000000000e+02	7.397569999999999709e+03	3.287300000000000000e+04
1.260000000000000000e+02	7.408979999999999563e+03	3.324400000000000000e+04
1.270000000000000000e+02	7.420270000000000437e+03	3.313800000000000000e+04
1.280000000000000000e+02	7.431550000000000182e+03	3.309700000000000000e+04
1.290000000000000000e+02	7.442750000000000000e+03	3.200100000000000000e+04
1.300000000000000000e+02	7.454350000000000364e+03	3.450900000000000000e+04
1.310000000000000000e+02	7.465760000000000218e+03	3.637500000000000000e+04
1.320000000000000000e+02	7.477210000000000036e+03	3.569600000000000000e+04
1.330000000000000000e+02	7.488579999999999927e+03	3.494300000000000000e+04
1.340000000000000000e+02	7.499909999999999854e+03	3.417700000000000000e+04
1.350000000000000000e+02	7.511250000000000000e+03	3.561500000000000000e+04
1.360000000000000000e+02	7.522220000000000255e+03	3.301500000000000000e+04
1.370000000000000000e+02	7.533689999999999600e+03	3.466000000000000000e+04
1.380000000000000000e+02	7.544909999999999854e+03	3.626700000000000000e+04
1.390000000000000000e+02	7.556199999999999818e+03	3.463200000000000000e+04
1.400000000000000000e+02	7.567439999999999600e+03	3.540200000000000000e+04
1.410000000000000000e+02	7.578619999999999891e+03	3.567300000000000000e+04
1.420000000000000000e+02	7.589989999999999782e+03	3.470200000000000000e+04
1.430000000000000000e+02	7.601310000000000400e+03	3.454900000000000000e+04
1.440000000000000000e+02	7.612529999999999745e+03	3.587000000000000000e+04
1.450000000000000000e+02	7.623659999999999854e+03	3.439200000000000000e+04
1.460000000000000000e+02	7.634909999999999854e+03	3.332300000000000000e+04
1.470000000000000000e+02	7.645899999999999636e+03	3.344500000000000000e+04
1.480000000000000000e+02	7.656890000000000327e+03	3.485900000000000000e+04
1.490000000000000000e+02	7.667949999999999818e+03	3.753000000000000000e+04
1.500000000000000000e+02	7.678840000000000146e+03	3.778900000000000000e+04
1.510000000000000000e+02	7.688949999999999818e+03	3.316700000000000000e+04
1.520000000000000000e+02	7.699369999999999891e+03	3.348800000000000000e+04
1.530000000000000000e+02	7.710720000000000255e+03	3.531200000000000000e+04
1.540000000000000000e+02	7.721609999999999673e+03	3.601000000000000000e+04
1.550000000000000000e+02	7.732270000000000437e+03	3.303800000000000000e+04
