1.250000000000000000e+02	7.389529999999999745e+03	2.584600000000000000e+04
1.260000000000000000e+02	7.400859999999999673e+03	2.540700000000000000e+04
1.270000000000000000e+02	7.412189999999999600e+03	2.517800000000000000e+04
1.280000000000000000e+02	7.423470000000000255e+03	2.629000000000000000e+04
1.290000000000000000e+02	7.434939999999999600e+03	2.586200000000000000e+04
1.300000000000000000e+02	7.445939999999999600e+03	2.481100000000000000e+04
1.310000000000000000e+02	7.456899999999999636e+03	2.262800000000000000e+04
1.320000000000000000e+02	7.468479999999999563e+03	2.304200000000000000e+04
1.330000000000000000e+02	7.480050000000000182e+03	2.519400000000000000e+04
1.340000000000000000e+02	7.491569999999999709e+03	2.622600000000000000e+04
1.350000000000000000e+02	7.502569999999999709e+03	2.517700000000000000e+04
1.360000000000000000e+02	7.514170000000000073e+03	2.623400000000000000e+04
1.370000000000000000e+02	7.525229999999999563e+03	2.629300000000000000e+04
1.380000000000000000e+02	7.536060000000000400e+03	2.548400000000000000e+04
1.390000000000000000e+02	7.547760000000000218e+03	2.810600000000000000e+04
1.400000000000000000e+02	7.558789999999999964e+03	2.789700000000000000e+04
1.410000000000000000e+02	7.569899999999999636e+03	2.651800000000000000e+04
1.420000000000000000e+02	7.581500000000000000e+03	2.701000000000000000e+04
1.430000000000000000e+02	7.592880000000000109e+03	2.548900000000000000e+04
1.440000000000000000e+02	7.603770000000000437e+03	2.579200000000000000e+04
1.450000000000000000e+02	7.615270000000000437e+03	2.909600000000000000e+04
1.460000000000000000e+02	7.626760000000000218e+03	2.885100000000000000e+04
1.470000000000000000e+02	7.637729999999999563e+03	2.989400000000000000e+04
1.480000000000000000e+02	7.648380000000000109e+03	2.918800000000000000e+04
1.490000000000000000e+02	7.658789999999999964e+03	2.903100000000000000e+04
1.500000000000000000e+02	7.669619999999999891e+03	2.807100000000000000e+04
1.510000000000000000e+02	7.680850000000000364e+03	2.942600000000000000e+04
1.520000000000000000e+02	7.691189999999999600e+03	2.833700000000000000e+04
1.530000000000000000e+02	7.702100000000000364e+03	2.784300000000000000e+04
1.540000000000000000e+02	7.712810000000000400e+03	2.777900000000000000e+04
1.550000000000000000e+02	7.724220000000000255e+03	2.985900000000000000e+04
